customer_id,overall_revenue,avg_store_revenue,avg_online_revenue,age,gender,married,college_degree,high_income
1076,249.07368008889966,108.19766722298006,140.87601286591962,39,Female,Yes,Yes,High income
1077,243.32438259399387,107.16893709486442,136.15544549912946,42,Male,No,Yes,Not high income
1078,239.62238890842332,156.3481547394102,83.27423416901313,37,Male,No,Yes,Not high income
1079,197.60541223227932,76.18190118699287,121.42351104528643,53,Female,No,Yes,High income
1080,191.51587198274987,56.995578941617474,134.5202930411324,47,Female,Yes,Yes,High income
1081,221.492333984019,132.18722242230012,89.3051115617189,55,Other,Yes,No,High income
1082,159.40920805140024,96.50794080544509,62.90126724595516,34,Male,No,No,Not high income
1083,152.81614569101725,108.50876926685615,44.30737642416109,31,Female,No,Yes,High income
1084,202.21574872091887,97.98164032302644,104.23410839789243,28,Female,No,Yes,High income
1085,372.4939809024884,135.98808312783066,236.5058977746577,51,Other,Yes,No,Not high income
1086,136.74843677136647,67.67644943098448,69.07198734038198,39,Male,No,Yes,High income
1087,163.8235104551894,87.25584601190698,76.56766444328241,27,Other,Yes,No,Not high income
1088,274.65338694754934,127.64060984628962,147.0127771012597,28,Male,No,Yes,High income
1089,286.24834468750385,111.69416219276005,174.5541824947438,44,Female,No,Yes,High income
1090,271.07948864675734,118.71012922972328,152.36935941703408,42,Male,No,Yes,High income
1091,369.0788487514752,121.03922352582835,248.0396252256469,52,Female,No,Yes,High income
1092,301.4598231185837,112.72003223584588,188.73979088273782,24,Other,No,Yes,Not high income
1093,324.41016612282033,101.93069432632042,222.4794717964999,40,Male,No,Yes,High income
1094,206.15594513886168,68.87565716225212,137.28028797660954,52,Female,Yes,Yes,High income
1095,325.85512581404697,127.02926748570799,198.825858328339,48,Male,No,Yes,High income
1096,389.80616811200014,165.6673069925247,224.13886111947548,50,Other,Yes,No,High income
1097,374.13752770156685,111.32631179560639,262.81121590596047,47,Female,Yes,Yes,High income
1098,167.5639621638471,46.296282382515656,121.26767978133144,46,Male,No,No,High income
1099,183.98619026264421,58.33835835150065,125.64783191114357,31,Female,No,Yes,High income
1100,301.6880316663273,141.20779464844546,160.48023701788182,40,Female,No,Yes,Not high income
1101,314.3339985816524,118.53532967484732,195.7986689068051,49,Female,Yes,Yes,High income
1102,246.28693819856773,99.9961894098115,146.29074878875622,46,Female,No,Yes,High income
1103,337.1453552561053,139.48143170461873,197.66392355148653,49,Male,Yes,Yes,High income
1104,259.38861190870824,168.48156711183643,90.90704479687183,61,Male,Yes,Yes,High income
1105,236.6885945384692,108.15873196262636,128.52986257584283,54,Male,Yes,Yes,High income
1106,258.55069123140623,102.664733220424,155.88595801098225,31,Male,No,Yes,High income
1107,169.73719862733213,46.829896238410754,122.90730238892138,24,Female,No,Yes,Not high income
1108,355.8241144486376,141.10202753916383,214.7220869094738,28,Female,Yes,Yes,Not high income
1109,229.54751989601866,148.17151497306656,81.37600492295209,33,Female,No,No,High income
1110,127.3971402249299,71.47981340725286,55.917326817677036,32,Male,Yes,No,Not high income
1111,181.74202257595468,88.40296902677177,93.3390535491829,30,Female,No,Yes,High income
1112,296.89511992454453,120.37456083643649,176.52055908810803,32,Female,No,Yes,Not high income
1113,271.95509476522045,58.46567825034504,213.4894165148754,24,Male,Yes,Yes,High income
1114,248.0459871248846,78.6800261275909,169.36596099729368,58,Male,Yes,No,Not high income
1115,281.02977775755187,157.915158730161,123.11461902739086,42,Male,No,Yes,Not high income
1116,216.34536337157314,135.7710562701825,80.57430710139064,25,Other,No,Yes,Not high income
1117,199.70826128325874,62.99839751584281,136.70986376741592,53,Female,Yes,Yes,High income
1118,171.99927820641147,60.298634050524804,111.70064415588668,40,Male,Yes,Yes,High income
1119,252.05091336265292,112.15470245252142,139.89621091013151,47,Male,No,Yes,High income
1120,255.83145976474046,103.98142328388835,151.8500364808521,32,Other,Yes,Yes,High income
1121,347.29572580148835,176.6145135765795,170.68121222490885,46,Female,No,Yes,High income
1122,304.2872757752497,161.56228165280822,142.7249941224415,45,Female,No,No,Not high income
1123,201.56152102705425,77.09851343686402,124.46300759019022,32,Male,Yes,No,Not high income
1124,428.71792929763956,173.25190980411463,255.46601949352493,48,Female,No,Yes,High income
1125,269.4039605419606,110.13673216154403,159.26722838041655,30,Male,No,Yes,Not high income
1126,226.43493445276923,90.40244289360649,136.03249155916274,24,Female,No,Yes,High income
1127,297.47851127723976,51.468063671546524,246.01044760569326,55,Female,Yes,Yes,High income
1128,353.80892761797276,99.6799071850754,254.12902043289736,42,Female,No,No,Not high income
1129,293.19269188361005,166.11018974334002,127.08250214027004,49,Female,Yes,Yes,High income
1130,318.8273999720002,169.6990885568638,149.12831141513635,33,Male,Yes,No,High income
1131,144.2413915077036,114.81419344629451,29.4271980614091,38,Female,No,Yes,Not high income
1132,307.1322264155468,115.08369112431654,192.04853529123028,24,Male,No,No,Not high income
1133,292.9873001575054,98.19382175958405,194.79347839792135,30,Female,Yes,Yes,Not high income
1134,245.93699397900366,143.5848428325872,102.35215114641643,48,Female,No,Yes,High income
1135,267.54924796807154,159.85743084262748,107.69181712544406,53,Other,No,Yes,High income
1136,197.23759884327933,104.30691083205772,92.9306880112216,49,Male,Yes,Yes,High income
1137,153.75796851923775,72.07928531792102,81.67868320131674,28,Male,Yes,Yes,Not high income
1138,258.03251234042574,91.67184799305338,166.36066434737236,49,Female,Yes,No,High income
1139,205.6689682961136,83.04008162735651,122.62888666875709,24,Female,Yes,Yes,High income
1140,278.0448609647907,63.821891694013715,214.22296927077696,29,Other,No,Yes,High income
1141,375.7559071672897,98.15751260032854,277.5983945669612,29,Female,No,Yes,High income
1142,177.22359877914033,57.46053170005325,119.7630670790871,52,Female,No,Yes,High income
1143,120.83072350415887,52.0005972460023,68.83012625815657,24,Female,No,Yes,Not high income
1144,253.60972933803822,95.7622741983782,157.84745513966,30,Female,Yes,Yes,High income
1145,254.48398072502602,60.81209204816592,193.67188867686008,25,Male,No,Yes,High income
1146,258.6716889938439,110.15298438804516,148.5187046057987,47,Male,No,Yes,High income
1147,179.46400418231775,64.30095836999715,115.16304581232059,24,Other,Yes,No,High income
1148,165.10753156963753,64.03583857616118,101.07169299347635,24,Male,Yes,Yes,Not high income
1149,201.87183572720863,68.28694462213511,133.58489110507352,40,Male,No,No,Not high income
1150,226.4875692557793,87.0520906947509,139.43547856102842,49,Female,Yes,Yes,High income
1151,190.4432940943488,82.73037753131659,107.7129165630322,29,Other,No,Yes,High income
1152,267.4762325233314,150.47714817637043,116.999084346961,48,Female,No,Yes,High income
1153,187.27060800845115,65.5816423726113,121.68896563583985,48,Female,No,Yes,High income
1154,223.10949813049297,44.874649333734325,178.23484879675865,26,Female,No,No,Not high income
1155,206.68436442368798,78.54250441637956,128.14186000730842,24,Male,Yes,No,High income
1156,232.96429098172143,150.34218879319573,82.62210218852572,51,Female,Yes,Yes,High income
1157,302.8211519611068,122.52979207382025,180.29135988728657,30,Female,No,Yes,High income
1158,320.5219368573134,127.97026043985086,192.55167641746252,55,Other,Yes,No,High income
1159,259.9567000178061,98.00328544041678,161.9534145773893,56,Male,Yes,Yes,High income
1160,343.4438961940691,108.93811970954715,234.50577648452196,51,Male,Yes,Yes,High income
1161,207.31909190465342,82.79361768980465,124.52547421484876,28,Female,No,Yes,Not high income
1162,201.337998346176,132.04405217262402,69.29394617355196,51,Male,No,Yes,High income
1163,200.68352126142207,118.58380888796609,82.09971237345599,32,Male,Yes,No,Not high income
1164,331.5534960420199,117.68571110544843,213.86778493657144,25,Male,No,Yes,High income
1165,269.14168633986264,88.91333437940501,180.22835196045764,39,Male,Yes,No,Not high income
1166,388.40262602959297,196.88190919494022,191.52071683465272,53,Female,No,Yes,Not high income
1167,209.75835625707288,109.65032254827999,100.10803370879289,52,Male,Yes,Yes,High income
1168,104.0296061363326,44.86927099905663,59.16033513727598,37,Other,No,Yes,High income
1169,264.67594905523583,71.38743667164817,193.28851238358766,31,Male,No,Yes,High income
1170,179.93418012443553,59.97093364449463,119.9632464799409,44,Female,Yes,Yes,High income
1171,232.65501264757143,90.6939284569706,141.96108419060084,27,Female,Yes,Yes,Not high income
1172,413.61975087554185,157.09252921603846,256.5272216595034,43,Male,No,Yes,High income
1173,419.99632256404885,172.72912183915076,247.2672007248981,45,Male,No,No,High income
1174,221.37113443625685,134.30409986827894,87.06703456797793,58,Male,Yes,Yes,High income
1175,92.63538415441175,56.29996483926548,36.33541931514628,43,Male,Yes,Yes,High income
1176,233.486373074009,126.4087057275243,107.07766734648472,28,Female,No,No,Not high income
1177,211.25032566929877,98.6817833139295,112.56854235536929,47,Other,No,No,High income
1178,225.38555103860008,136.92465528596327,88.46089575263682,40,Other,No,Yes,Not high income
1179,252.31073526994012,166.52745588011803,85.7832793898221,37,Male,No,Yes,Not high income
1180,305.53117994086017,104.80622134113219,200.724958599728,30,Male,Yes,Yes,Not high income
1181,249.41280786847483,163.04255055011404,86.3702573183608,32,Other,No,Yes,High income
1182,320.93516756580874,106.36187462338492,214.57329294242382,56,Female,Yes,Yes,High income
1183,274.38638669466377,87.88241012786914,186.50397656679465,35,Female,Yes,No,Not high income
1184,309.9345846693974,154.72439907682462,155.21018559257277,34,Other,Yes,Yes,High income
1185,378.92251844829707,148.90678400769713,230.0157344405999,26,Female,Yes,Yes,Not high income
1186,265.1195162456272,58.36043368201768,206.75908256360952,47,Male,No,No,High income
1187,230.67894469600148,93.57215148058629,137.1067932154152,40,Male,No,Yes,High income
1188,348.642007713802,96.97871444278421,251.6632932710178,38,Female,No,No,Not high income
1189,279.7128958452404,138.00211758444286,141.71077826079755,52,Female,Yes,No,Not high income
1190,419.13755673047575,106.78320491930378,312.35435181117197,46,Female,No,No,High income
1191,270.7909412403907,179.17883329068508,91.61210794970563,33,Female,No,No,High income
1192,196.30982978657508,74.95161002346624,121.35821976310883,25,Male,Yes,Yes,Not high income
1193,179.41107242606537,58.010279265831095,121.40079316023427,34,Female,No,Yes,Not high income
1194,357.0307856821455,139.66932167179905,217.36146401034642,49,Female,No,Yes,High income
1195,287.0341384889963,96.24079433538668,190.79334415360964,51,Female,Yes,No,Not high income
1196,131.58132854702197,45.560759900919415,86.02056864610256,47,Male,No,No,Not high income
1197,293.0449281155184,98.36432599950408,194.68060211601434,36,Male,No,Yes,High income
1198,372.2348750931061,113.55783315220226,258.67704194090385,39,Female,No,Yes,Not high income
1199,234.92439768286815,111.83215606303533,123.09224161983282,61,Female,Yes,No,High income
1200,127.09344069814375,48.01895073878334,79.0744899593604,32,Male,Yes,Yes,High income
1201,286.86973080984205,115.08296997721547,171.78676083262658,40,Female,No,Yes,High income
1202,241.74221994712883,116.83660316949023,124.9056167776386,35,Female,No,Yes,High income
1203,251.73278973964491,125.61546190716659,126.11732783247832,48,Male,Yes,Yes,High income
1204,275.0943906305474,89.03646950607212,186.0579211244753,66,Female,Yes,No,Not high income
1205,242.83286667775383,58.52663214470902,184.3062345330448,47,Female,No,Yes,High income
1206,130.4211924866485,65.11156211463025,65.30963037201825,46,Male,No,Yes,High income
1207,172.79798386291426,93.70964700494719,79.08833685796708,53,Female,Yes,Yes,High income
1208,146.36720137928415,83.50026560739417,62.866935771889985,48,Male,No,Yes,High income
1209,263.40039000267143,76.37813675037164,187.02225325229978,52,Female,Yes,Yes,High income
1210,158.82708677398375,94.25583963706492,64.57124713691883,28,Male,Yes,Yes,High income
1211,226.79252647869617,126.00612290904833,100.78640356964785,49,Female,No,Yes,High income
1212,271.2626639956614,104.13393685635776,167.12872713930363,65,Male,Yes,Yes,High income
1213,274.7830843082852,79.55058211557727,195.2325021927079,32,Male,No,Yes,High income
1214,266.656315479167,87.2351594067212,179.42115607244583,29,Female,No,Yes,Not high income
1215,346.0313021670334,97.47818963480228,248.55311253223113,37,Female,No,Yes,Not high income
1216,322.7519478186982,154.95836465411622,167.79358316458203,31,Male,No,Yes,High income
1217,262.87699255743064,89.40795081066122,173.4690417467694,28,Male,No,No,Not high income
1218,264.7981808805931,150.21239827996817,114.58578260062495,54,Male,Yes,Yes,High income
1219,95.36833642471936,57.263356718024056,38.1049797066953,27,Male,No,Yes,Not high income
1220,268.6728515933057,192.12141448701175,76.55143710629395,46,Male,Yes,Yes,High income
1221,272.3517359722506,115.18524934917444,157.16648662307617,36,Male,No,Yes,High income
1222,163.45283462577274,125.26574108660927,38.18709353916347,25,Male,No,Yes,High income
1223,291.01219593397616,78.79229939919676,212.21989653477937,55,Female,Yes,Yes,High income
1224,214.00728215654715,104.00963796959593,109.99764418695122,48,Male,No,Yes,High income
1225,272.75818227942733,111.01016979387383,161.74801248555352,36,Female,No,Yes,Not high income
1226,280.76895195597206,109.42292989458934,171.34602206138274,28,Male,No,Yes,High income
1227,206.0076889715856,77.61889572623961,128.388793245346,38,Female,No,Yes,High income
1228,140.65466835230058,39.13922605598125,101.51544229631932,27,Male,Yes,Yes,Not high income
1229,247.6648067972774,159.19373005963973,88.47107673763767,57,Female,Yes,Yes,Not high income
1230,365.1938334044479,138.06272470802512,227.13110869642279,50,Male,Yes,Yes,High income
1231,399.2483956786981,156.23518006016855,243.01321561852959,26,Male,No,Yes,High income
1232,282.55001987131044,120.73902801297314,161.8109918583373,45,Male,No,No,High income
1233,341.53301533637284,170.71104397567632,170.82197136069655,51,Male,Yes,Yes,High income
1234,348.81734082374146,211.46961571936987,137.34772510437156,24,Male,No,Yes,Not high income
1235,215.23024054285742,66.70275672652117,148.52748381633623,26,Other,No,Yes,High income
1236,283.77030380383417,116.19319237258637,167.57711143124783,25,Female,No,Yes,High income
1237,317.3134939236722,93.43923027740816,223.87426364626404,52,Female,Yes,Yes,High income
1238,213.52538821136386,47.91661119487668,165.60877701648718,30,Female,Yes,Yes,Not high income
1239,130.63863234586148,66.47762062174955,64.16101172411192,33,Male,Yes,No,High income
1240,236.35146644831235,139.31613443835104,97.0353320099613,50,Male,Yes,Yes,High income
1241,186.1304263463882,92.29669521191339,93.8337311344748,52,Other,Yes,No,High income
1242,249.377803547707,158.85462501291408,90.52317853479293,45,Male,No,Yes,High income
1243,248.36658088156372,104.63317681514168,143.73340406642205,50,Female,No,Yes,High income
1244,322.99781664242767,122.07957177791587,200.9182448645118,50,Male,Yes,Yes,High income
1245,286.73170206778667,90.98292782689286,195.7487742408938,48,Female,Yes,Yes,High income
1246,232.8714963175645,145.25173284756463,87.61976346999987,65,Male,Yes,Yes,High income
1247,214.65042437612453,115.73180089862684,98.9186234774977,46,Male,No,Yes,High income
1248,227.95702861852033,110.91701846411786,117.04001015440248,30,Female,No,No,Not high income
1249,254.41316109427828,112.09844857110598,142.3147125231723,41,Male,Yes,No,Not high income
1250,278.8597112598169,128.97567618469193,149.88403507512493,53,Male,Yes,Yes,High income
1251,325.28104590829946,178.49672947139922,146.78431643690027,50,Male,Yes,No,High income
1252,150.41829831726358,58.14224704268516,92.27605127457842,31,Female,No,Yes,High income
1253,331.18474314341296,105.50744344239193,225.67729970102104,47,Male,Yes,Yes,High income
1254,287.6929491980644,131.03691279336567,156.65603640469877,33,Female,No,Yes,High income
1255,290.5150957428158,123.98901281784114,166.52608292497462,51,Other,Yes,No,Not high income
1256,369.06270474088785,195.06128919574206,174.00141554514582,49,Other,Yes,Yes,High income
1257,348.45582149762083,145.93107637963146,202.52474511798937,55,Female,No,Yes,High income
1258,255.85626620303154,95.45156348349772,160.40470271953382,31,Female,No,Yes,High income
1259,286.1876925224871,51.975379298840274,234.21231322364685,53,Female,No,Yes,High income
1260,273.90644017259115,77.17981400713882,196.72662616545236,25,Male,No,Yes,Not high income
1261,343.76846851381885,160.34559745494,183.42287105887885,43,Male,No,Yes,High income
1262,293.0435868033064,99.77466423563398,193.26892256767246,45,Male,Yes,Yes,High income
1263,241.49207829118018,60.82460068407401,180.66747760710618,36,Female,No,No,Not high income
1264,262.7026988297197,168.0794083824315,94.6232904472882,41,Female,No,Yes,High income
1265,177.06812669994264,108.67539653055636,68.3927301693863,29,Female,Yes,Yes,High income
1266,278.22631765015626,112.77564929565415,165.45066835450208,47,Male,No,No,Not high income
1267,317.0274001534701,138.74029182399332,178.2871083294768,42,Female,No,Yes,High income
1268,178.43750459976337,83.9335186513684,94.50398594839498,27,Male,No,Yes,High income
1269,199.2316837255965,105.73096393920771,93.5007197863888,39,Female,Yes,No,High income
1270,239.8198198412346,37.65101924128388,202.1688005999507,31,Female,No,Yes,Not high income
1271,252.9069886184325,64.12666136870112,188.78032724973139,38,Male,No,Yes,High income
1272,136.82773438343287,73.7559530820276,63.07178130140528,31,Female,No,Yes,High income
1273,267.57139120352105,106.58681641488023,160.98457478864083,32,Female,No,No,High income
1274,153.75569599325814,82.36497805448293,71.3907179387752,36,Female,Yes,No,Not high income
1275,139.14651369199248,53.07873751374984,86.06777617824264,25,Other,No,Yes,Not high income
1276,306.7058676495106,92.78362242832024,213.92224522119034,51,Male,Yes,No,High income
1277,318.8299500522719,152.67063073406462,166.15931931820728,37,Male,No,No,Not high income
1278,286.69440334216534,154.3401374982481,132.35426584391723,48,Male,Yes,No,Not high income
1279,244.2290742743561,176.88748776582847,67.34158650852764,52,Female,Yes,Yes,Not high income
1280,227.47793602107177,145.66771257247427,81.8102234485975,49,Female,Yes,No,High income
1281,232.13600373115952,96.53907347079696,135.59693026036257,42,Male,No,Yes,Not high income
1282,172.66422907807979,57.97717857432353,114.68705050375625,46,Female,No,Yes,High income
1283,291.3634621493456,105.21283970519313,186.15062244415248,54,Female,No,Yes,High income
1284,270.67819061209553,100.72636556758964,169.9518250445059,39,Male,Yes,Yes,High income
1285,296.0586961239045,88.7606065696205,207.29808955428396,31,Female,No,No,High income
1286,299.1305545863413,78.499399292632,220.6311552937093,35,Male,No,Yes,Not high income
1287,319.84903782049,168.0177161753333,151.83132164515672,74,Other,Yes,No,High income
1288,360.4776675416535,105.44632130740446,255.031346234249,52,Female,Yes,No,High income
1289,253.80960377798016,155.744309383888,98.06529439409216,43,Female,No,No,High income
1290,184.88871744922585,87.45452967871515,97.4341877705107,34,Female,Yes,Yes,High income
1291,209.6935085506023,120.62324672449554,89.07026182610676,55,Female,No,Yes,High income
1292,201.4027924015232,73.29631308426283,128.10647931726035,36,Male,Yes,Yes,High income
1293,234.21265331245237,88.84717900358652,145.36547430886586,54,Female,Yes,Yes,High income
1294,251.39518425173483,107.59541326546156,143.79977098627327,69,Male,Yes,No,High income
1295,213.65687239496594,114.36167361029051,99.29519878467545,28,Other,Yes,No,Not high income
1296,291.6676046976464,148.9768219983948,142.69078269925166,24,Female,No,Yes,High income
1297,193.3869152369499,90.35831443934946,103.02860079760046,28,Female,No,Yes,High income
1298,96.94827934915551,42.17959907560029,54.76868027355522,43,Male,No,Yes,High income
1299,200.2219779644205,84.01184558308499,116.2101323813355,31,Female,No,Yes,High income
1300,158.871207987485,112.2205494355876,46.6506585518974,44,Female,No,No,High income
1301,297.3330990860926,125.07724521543076,172.25585387066184,30,Male,No,No,High income
1302,308.15302863175197,143.33395020418155,164.81907842757042,41,Male,Yes,Yes,Not high income
1303,215.21812070053005,106.95743815283224,108.2606825476978,31,Male,No,No,Not high income
1304,228.08077876170574,83.4402419431301,144.64053681857564,41,Female,Yes,No,Not high income
1305,191.77793570442145,95.39164822157801,96.38628748284344,28,Female,No,Yes,High income
1306,265.0904151748789,112.66398886723138,152.4264263076475,29,Male,Yes,No,Not high income
1307,227.04883414281844,77.94841155797863,149.1004225848398,37,Female,No,No,Not high income
1308,376.2430085866141,153.49916274174274,222.74384584487134,45,Female,Yes,Yes,High income
1309,207.7746732853259,133.36752122010301,74.40715206522286,46,Female,No,No,High income
1310,285.39016517179925,137.37629970990216,148.01386546189713,30,Other,No,Yes,Not high income
1311,213.24500893450542,72.16546372136301,141.0795452131424,29,Female,Yes,Yes,Not high income
1312,234.96721311703797,48.382649922859855,186.58456319417812,51,Female,Yes,Yes,High income
1313,352.8404779629394,119.50544759620071,233.3350303667387,49,Male,Yes,Yes,High income
1314,307.12258280692834,144.99248174024697,162.13010106668136,53,Male,No,Yes,High income
1315,162.84415937082872,108.1782525803871,54.66590679044161,39,Male,Yes,Yes,Not high income
1316,327.35841416777373,122.07419493016668,205.28421923760703,25,Male,Yes,Yes,Not high income
1317,192.45815909927754,39.226745941310334,153.2314131579672,52,Female,Yes,Yes,High income
1318,213.12851404832188,98.9799607733619,114.14855327495998,32,Female,No,Yes,Not high income
1319,261.5387476883951,105.05687560919404,156.48187207920105,49,Male,Yes,No,High income
1320,209.20786369734702,121.76504129602108,87.44282240132593,46,Other,Yes,Yes,High income
1321,241.0441971547247,134.52019392554314,106.52400322918159,24,Female,Yes,Yes,Not high income
1322,260.21008439830496,149.69197530737375,110.5181090909312,33,Male,Yes,Yes,High income
1323,286.4915467955593,152.67623335339266,133.81531344216666,31,Female,Yes,Yes,High income
1324,240.49836267739352,120.00022107923755,120.49814159815597,30,Other,No,Yes,High income
1325,259.22813624642527,116.44018201151908,142.78795423490618,60,Female,No,Yes,High income
1326,196.376238893773,128.72500057207492,67.65123832169807,55,Female,Yes,Yes,High income
1327,202.79570055188648,87.18566212306968,115.61003842881681,48,Female,No,Yes,High income
1328,248.90397347895137,82.5273714974866,166.37660198146477,30,Male,No,Yes,Not high income
1329,255.6132345496527,65.50585924547964,190.10737530417305,50,Male,Yes,Yes,High income
1330,254.7033042435457,79.64391124454171,175.05939299900396,29,Male,No,Yes,High income
1331,236.97490594158546,60.319396714164334,176.65550922742113,41,Female,No,Yes,High income
